,Compound Score,Date,Negative Score,Neutral Score,Positive Score,Screen Name,Tweet,Tweets Ago
273,0.3612,2018-01-08 17:20:04+00:00,0.0,0.865,0.135,CNN,"H&amp;M apologizes for using a black child to model a sweatshirt with a ""coolest monkey in the jungle"" slogan… https://t.co/0YKh8QiuiU",74
274,0.0,2018-01-08 17:10:11+00:00,0.0,1.0,0.0,CNN,Billionaire Democratic megadonor Tom Steyer says he is not running for office in 2018 but will spend $30 million on… https://t.co/v5xdC74n9M,75
275,0.4404,2018-01-08 17:00:04+00:00,0.0,0.818,0.182,CNN,Everything you need to know about tonight's College Football Playoff National Championship https://t.co/FhsvOJP9xX https://t.co/bDG4Tvjg7f,76
276,0.0,2018-01-08 16:51:02+00:00,0.0,1.0,0.0,CNN,"Sen. Bob Corker, who is traveling today on Air Force One with President Trump, has repaired his relationship with t… https://t.co/08W6Rf7UjF",77
277,0.5267,2018-01-08 16:40:12+00:00,0.0,0.638,0.362,CNN,Samantha Barry named Glamour editor-in-chief https://t.co/51ofIh4CKF https://t.co/lQlXBv0giz,78
278,0.0,2018-01-08 16:40:12+00:00,0.0,1.0,0.0,CNN,Oprah knew exactly what she was doing on Sunday night | Analysis by @CillizzaCNN https://t.co/xjKabk5X6i https://t.co/cHR4UJaghV,79
279,0.0,2018-01-08 16:30:16+00:00,0.0,1.0,0.0,CNN,"Britain's Princess Charlotte, youngest child of the Duke and Duchess of Cambridge, started nursery school on Monday… https://t.co/XQNcXjP0ql",80
280,0.0,2018-01-08 16:20:10+00:00,0.0,1.0,0.0,CNN,"In a 1999 interview with Larry King, Donald Trump said that his first choice for a running mate would be Oprah Winf… https://t.co/0MpszMASLR",81
281,-0.7845,2018-01-08 16:12:47+00:00,0.317,0.683,0.0,CNN,"Two people injured after a fire broke out on the roof of Trump Tower in New York City, authorities say… https://t.co/ljIDJEyPtm",82
282,0.8126,2018-01-08 16:00:49+00:00,0.0,0.684,0.316,CNN,"""She knows how to win""

""I adore Oprah""

Here's what Trump tweeted about Oprah in 2012: https://t.co/5tipFwFnKt https://t.co/FvVhtJwdGI",83
283,0.2732,2018-01-08 15:47:11+00:00,0.0,0.89,0.11,CNN,"The Trump administration will end protections for certain nationals of El Salvador, a source familiar with the deci… https://t.co/80O0ZX0BaD",84
284,-0.5574,2018-01-08 15:37:42+00:00,0.175,0.825,0.0,CNN,"NOAA announces 2017 was the most expensive year on record for US weather disasters, costing $306 billion… https://t.co/hSUu12Ih9l",85
285,0.0,2018-01-08 15:26:10+00:00,0.0,1.0,0.0,CNN,Here's what Oprah Winfrey said at the Golden Globes last night https://t.co/5OhZO0Lf7s https://t.co/92Jg52kiI2,86
286,0.6597,2018-01-08 15:13:17+00:00,0.0,0.779,0.221,CNN,"JUST IN: Oprah Winfrey is actively thinking about running for President in 2020, two of her close friends tell CNN… https://t.co/MTOfbFs1hj",87
287,0.0,2018-01-08 14:50:34+00:00,0.0,1.0,0.0,CNN,"In the US, the rate of children injuring their eyes with air guns skyrocketed between 1990 and 2012… https://t.co/caDglLpVeh",88
288,0.7717,2018-01-08 14:36:15+00:00,0.0,0.676,0.324,CNN,Stars transformed the red carpet. Shows featuring women won awards. Then Oprah stole the show.… https://t.co/UrXYCKACnO,89
289,0.0,2018-01-08 14:20:45+00:00,0.0,1.0,0.0,CNN,"Former independent counsel Ken Starr said Monday it's ""probable"" that President Trump will be interviewed face-to-f… https://t.co/ZlUzOPOXsL",90
290,0.3612,2018-01-08 14:05:03+00:00,0.0,0.839,0.161,CNN,Oprah's Golden Globes speech sounds like the start of a presidential campaign | via @BrianStelter… https://t.co/MijS85yfB2,91
291,0.0,2018-01-08 13:54:42+00:00,0.0,1.0,0.0,CNN,"Meet Kathryn Smith, the first woman to become a full-time coach in the NFL.

#BossFiles with @PoppyHarlowCNN: 

Lis… https://t.co/W2dXx3adXG",92
292,0.3612,2018-01-08 13:39:36+00:00,0.0,0.865,0.135,CNN,"H&amp;M apologizes for using a black child to model a sweatshirt with a ""coolest monkey in the jungle"" slogan… https://t.co/y7EbbZfcj5",93
293,0.34,2018-01-08 13:25:15+00:00,0.0,0.876,0.124,CNN,A former adviser to President Trump's presidential campaign says giving author Michael Wolff access at the White Ho… https://t.co/EKCQUEC7w5,94
294,0.1511,2018-01-08 13:10:04+00:00,0.0,0.93,0.07,CNN,"""I want all the girls watching here, now, to know that a new day is on the horizon!"": Read Oprah Winfrey's rousing… https://t.co/5MAXNKZR8L",95
295,0.7717,2018-01-08 13:01:35+00:00,0.0,0.705,0.295,CNN,"Stars transformed the red carpet. Shows featuring women won awards. Then Oprah stole the show. 

The #GoldenGlobes… https://t.co/3MMTFJdLmj",96
296,0.0,2018-01-08 12:50:13+00:00,0.0,1.0,0.0,CNN,"RT @NewDay: Will President Trump meet with Robert Mueller in the Russia probe?

Sen. Richard Blumenthal says, ""Unquestionably, there has to…",97
297,0.0,2018-01-08 12:50:02+00:00,0.0,1.0,0.0,CNN,"5 things for Monday:

- #GoldenGlobes
- Politics
- North and South Korea
- Las Vegas shooting
- Weather… https://t.co/YkRfGEq2zD",98
298,0.0,2018-01-08 12:40:06+00:00,0.0,1.0,0.0,CNN,"President Trump's physical is scheduled for Friday, but it's unlikely to shed light on the President's mental fitne… https://t.co/vc7h9eoFde",99
299,0.4767,2018-01-08 12:30:03+00:00,0.0,0.721,0.279,CNN,Here's the full list of #GoldenGlobes winners https://t.co/lLZBW8GaHU https://t.co/2TXnmjW2KQ,100
300,0.0,2018-01-09 01:36:06+00:00,0.0,1.0,0.0,FoxNews,"Stephen Miller on @POTUS' immigration reform plan: ""When we have an immigration system, whose needs are we fundamen… https://t.co/iBb8z74N3Y",1
301,0.0,2018-01-09 01:34:03+00:00,0.0,1.0,0.0,FoxNews,"Stephen Miller on @POTUS' immigration reform plan: ""If Democrats oppose a border wall, they're just saying they wan… https://t.co/ulAAzhof8p",2
302,0.0,2018-01-09 01:30:56+00:00,0.0,1.0,0.0,FoxNews,"Stephen Miller on #Trump's immigration reform plan: ""@POTUS has a very 'radical' idea. And that's that when we make… https://t.co/RTwNA36WXr",3
303,-0.34,2018-01-09 01:25:26+00:00,0.124,0.876,0.0,FoxNews,.@WhiteHouse senior policy adviser Stephen Miller talks to @TuckerCarlson about his fiery interview on @CNN over th… https://t.co/nzd74yWLpX,4
304,-0.4588,2018-01-09 01:18:04+00:00,0.2,0.8,0.0,FoxNews,.@RepMikeTurner The Obama-era neglect of our military must come to an end  https://t.co/qwPJVvIKIf,5
305,0.5574,2018-01-09 01:01:03+00:00,0.0,0.753,0.247,FoxNews,Hero whale saves snorkeler from tiger shark in the Pacific Ocean https://t.co/zxIDtoSomQ,6
306,0.0,2018-01-09 00:55:04+00:00,0.0,1.0,0.0,FoxNews,"TUNE IN: @WhiteHouse Senior Policy Advisor Stephen Miller speaks to @TuckerCarlson at 8p ET on ""Tucker Carlson Toni… https://t.co/TvQ4Lif48A",7
307,-0.5719,2018-01-09 00:49:10+00:00,0.171,0.829,0.0,FoxNews,".@TGowdySC on plans to speak w/ Steve Bannon on his claims of treasonous behavior in Trump campaign: ""Yes...Treason… https://t.co/USt1CoFpsG",8
308,0.0,2018-01-09 00:45:00+00:00,0.0,1.0,0.0,FoxNews,.@POTUS bashing 2018 #GoldenGlobes ratings down from 2017 https://t.co/nQ2ptua55T,9
309,0.0,2018-01-09 00:34:08+00:00,0.0,1.0,0.0,FoxNews,".@SteveScalise: ""When you're in meetings with @POTUS, it's all business. You've got a man here who wants to get our… https://t.co/ixFFxphnQj",10
310,0.0,2018-01-09 00:24:04+00:00,0.0,1.0,0.0,FoxNews,".@benshapiro on @Oprah possibly running for president in 2020: ""If there are people who are very famous, and we've… https://t.co/YhBsFKiLBW",11
311,0.8555,2018-01-09 00:13:02+00:00,0.0,0.669,0.331,FoxNews,"""The United States is a wonderful country and it is a much better place to live than a lot of places on Earth, but.… https://t.co/GlNrnZNgtk",12
312,0.0,2018-01-09 00:04:24+00:00,0.0,1.0,0.0,FoxNews,"""#DonaldTrump ran for office saying he was going to change immigration laws...That's what he's doing here."" —… https://t.co/Wsi36Lsg8f",13
313,-0.3182,2018-01-08 23:56:49+00:00,0.333,0.46,0.207,FoxNews,"Norman Roule on Iran protests: ""Clearly the protesters have valid grievances and clearly this is a repressive gover… https://t.co/srCP8TQqOp",14
314,-0.765,2018-01-08 23:56:26+00:00,0.521,0.479,0.0,FoxNews,Dem-ordered study to expose illegal online gun sales backfires https://t.co/c3LCWCVppS,15
315,0.5106,2018-01-08 23:38:03+00:00,0.073,0.728,0.199,FoxNews,"""ARE YOU IN?"": A father, and Georgia Bulldogs fan, breaks down in tears when his son gives him the ultimate gift: t… https://t.co/eMR3faC6WC",16
316,0.0,2018-01-08 23:29:58+00:00,0.0,1.0,0.0,FoxNews,"James Damore sues @Google, claims tech giant discriminates against white conservative men https://t.co/vBAUrIiwBm",17
317,0.4588,2018-01-08 23:23:30+00:00,0.0,0.786,0.214,FoxNews,"Grand jury seeks testimony about @SenSanders' wife, $10M college loan: report  https://t.co/48TbQEZzre",18
318,0.0,2018-01-08 23:22:01+00:00,0.0,1.0,0.0,FoxNews,"This week's #PAFarmShow features this butter sculpture which depicts a dairy cow, dairy farmer, agronomist, milk pr… https://t.co/JfHUbZbdHX",19
319,0.6114,2018-01-08 23:12:01+00:00,0.0,0.765,0.235,FoxNews,Penguins at the @MilwaukeeCoZoo​ are happy to hop on the scale for fish! https://t.co/yPh6otCyQn,20
320,0.4019,2018-01-08 23:10:27+00:00,0.0,0.787,0.213,FoxNews,.@NancyPelosi's Son Posts Photo With @IvankaTrump at Mar-A-Lago NYE Party https://t.co/YT1U6eFdaY,21
321,-0.612,2018-01-08 23:00:04+00:00,0.267,0.733,0.0,FoxNews,"It's Kim Jong Un's birthday (probably), but North Koreans aren't celebrating https://t.co/SNqdKWDYTj",22
322,0.25,2018-01-08 22:51:00+00:00,0.0,0.857,0.143,FoxNews,.@POTUS tells farming convention the ‘American dream is roaring back to life’ https://t.co/zp55oFgeRa,23
323,-0.34,2018-01-08 22:43:38+00:00,0.112,0.888,0.0,FoxNews,".@JesseBWatters on Michael Wolff's @WhiteHouse book 'Fire and Fury': ""The main point of the book was that @POTUS di… https://t.co/0mGfkKgAQv",24
324,-0.4404,2018-01-08 22:30:40+00:00,0.132,0.868,0.0,FoxNews,".@kimguilfoyle on attacks on @POTUS' 'mental fitness': ""So, how did he get into the @WhiteHouse?...He did all the d… https://t.co/jmCzJc0iQg",25
325,0.2263,2018-01-08 22:23:03+00:00,0.134,0.671,0.195,FoxNews,.@NAACP calls for 'snowflake' protest against #Trump at College Football Championship https://t.co/YWhjZSbCYI,26
326,0.0,2018-01-08 22:15:05+00:00,0.0,1.0,0.0,FoxNews,"TONIGHT: @WhiteHouse Policy Advisor Stephen Miller speaks to @TuckerCarlson at 8p ET on ""Tucker Carlson Tonight.""… https://t.co/DP4EMb8bR1",27
327,0.0,2018-01-08 22:14:02+00:00,0.0,1.0,0.0,FoxNews,"During remarks at the American Farm Bureau Federation Convention in Nashville, TN, @POTUS had this to say about the… https://t.co/jRlotgffoa",28
328,0.7311,2018-01-08 22:08:53+00:00,0.0,0.745,0.255,FoxNews,".@POTUS: ""We are witnessing a new era of patriotism, prosperity, and pride, and at the forefront of this exciting n… https://t.co/xDfBlAxOH0",29
329,-0.3182,2018-01-08 22:08:12+00:00,0.15,0.85,0.0,FoxNews,.@TheJusticeDept official who concealed meetings with #Trump dossier figures loses another job title https://t.co/vTkII3kbDG,30
330,-0.1779,2018-01-08 22:04:42+00:00,0.21,0.641,0.149,FoxNews,".@POTUS: ""Our task is to preserve the freedom that American soldiers have fought for and died for in every generati… https://t.co/XtYNE2OdmV",31
331,0.6808,2018-01-08 22:00:11+00:00,0.0,0.763,0.237,FoxNews,".@POTUS: ""Every American child deserves to grow up in a safe community and to live a life full of dignity, purpose… https://t.co/FYUnr314Bu",32
332,0.0,2018-01-08 21:55:42+00:00,0.0,1.0,0.0,FoxNews,".@POTUS: ""We are going to end chain migration. We are going to end the lottery system, and we are going to build th… https://t.co/8mtpWySRxn",33
333,0.3182,2018-01-08 21:54:14+00:00,0.122,0.655,0.223,FoxNews,"""We're also moving swiftly to bring hope and prosperity to struggling rural communities."" - @POTUS signs two execut… https://t.co/xc836etyby",34
334,0.0772,2018-01-08 21:49:57+00:00,0.0,0.925,0.075,FoxNews,".@POTUS: ""We want to see even more victories for the American farmer and the American rancher."" https://t.co/WVMHftBr3q",35
335,0.3182,2018-01-08 21:48:19+00:00,0.0,0.867,0.133,FoxNews,JUST IN: President #Trump signs two executive orders to expand broadband access in rural areas https://t.co/CdtfA6tAtZ,36
336,0.4939,2018-01-08 21:47:30+00:00,0.076,0.763,0.16,FoxNews,".@POTUS: ""There's plenty of space for people to express their views, and to protest. But we love our flag, we love… https://t.co/RMkA65HhGO",37
337,0.0258,2018-01-08 21:42:51+00:00,0.207,0.622,0.17,FoxNews,".@POTUS: ""We're fighting for our farmers...and we're fighting for our country, and for our great American flag."" https://t.co/MT57vbDEJy",38
338,-0.4767,2018-01-08 21:39:40+00:00,0.255,0.745,0.0,FoxNews,".@POTUS speaking to the American Farm Bureau Federation: ""You are forgotten no more."" https://t.co/IXGscbC3lB",39
339,-0.807,2018-01-08 21:35:21+00:00,0.267,0.733,0.0,FoxNews,".@POTUS: ""You're going to be spared...of the deeply unfair estate tax, known as the 'death tax.' So, you can keep y… https://t.co/BvZCJ0D3wa",40
340,-0.2732,2018-01-08 21:32:50+00:00,0.087,0.913,0.0,FoxNews,".@POTUS: ""Under this new law, the typical family of four earning $75,000 will see an income tax cut of more than $2… https://t.co/kWJ9KtRyrL",41
341,0.4767,2018-01-08 21:28:44+00:00,0.0,0.829,0.171,FoxNews,".@POTUS: ""Republicans came together and delivered historic relief for our farmers and our middle class."" https://t.co/CLkunkhWws",42
342,0.5719,2018-01-08 21:27:30+00:00,0.0,0.812,0.188,FoxNews,".@POTUS: ""We know that our nation was founded by farmers. Our independence was won by farmers."" https://t.co/0TyUtPwyxt",43
343,0.0,2018-01-08 21:23:31+00:00,0.0,1.0,0.0,FoxNews,".@POTUS: ""Farmers have always, always, always led the way."" https://t.co/IhdUBGP5ts",44
344,0.0,2018-01-08 21:20:42+00:00,0.0,1.0,0.0,FoxNews,".@POTUS: ""We have been working every day to deliver for America's farmers, just as they work every single day to de… https://t.co/7dgeQgrloK",45
345,0.0,2018-01-08 21:18:23+00:00,0.0,1.0,0.0,FoxNews,".@POTUS: ""Here as the state slogan goes: 'We see America at its absolute best,' and you're doing well."" https://t.co/ZXHxuOQtfd",46
346,0.0,2018-01-08 21:12:37+00:00,0.0,1.0,0.0,FoxNews,.@POTUS is expected to discuss trade and economic issues in Nashville speech https://t.co/GgIRJCYmPM,47
347,0.7506,2018-01-08 21:09:26+00:00,0.0,0.701,0.299,FoxNews,"""[@realDonaldTrump] is like every politician; he wants to be loved a little bit."" Former Reagan Campaign Manager… https://t.co/7MH993MWk2",48
348,0.0,2018-01-08 21:04:35+00:00,0.0,1.0,0.0,FoxNews,"TUNE IN: @POTUS to deliver remarks to the American Farm Bureau Federation in Nashville, Tennessee. https://t.co/xCLL1a8GhF",49
349,-0.6705,2018-01-08 20:58:29+00:00,0.391,0.609,0.0,FoxNews,"Washington state deputy killed, prompting massive manhunt https://t.co/pie42JhUZX",50
350,-0.0772,2018-01-08 20:56:58+00:00,0.163,0.698,0.14,FoxNews,Ex-wife of slain NBA player agrees to face Tennessee charges https://t.co/PfuFIwazCG,51
351,0.4926,2018-01-08 20:52:10+00:00,0.0,0.834,0.166,FoxNews,OPINION: Why 2018 could truly be historic for small business (and it's about time!) (via @FoxNewsOpinion) https://t.co/FBYaSIMrSF,52
352,0.3612,2018-01-08 20:31:04+00:00,0.0,0.872,0.128,FoxNews,".@bykowicz on Michael Wolff's book: ""I feel like this is a story that isn't going away anytime soon.""… https://t.co/bheE3VUuyL",53
353,0.0,2018-01-08 20:27:54+00:00,0.0,1.0,0.0,FoxNews,Former #Trump administration officials: Where are they now? https://t.co/DjEVSzXxUH,54
354,-0.5719,2018-01-08 20:26:04+00:00,0.239,0.761,0.0,FoxNews,Trump org attorneys slam ultra-luxe NYC condo building for trying to drop #Trump name from doorway https://t.co/XLmX7yx19q,55
355,0.0,2018-01-08 20:23:54+00:00,0.0,1.0,0.0,FoxNews,"Texas A&amp;M football reporter Courtney Roland found unharmed, police say https://t.co/MfMns0ftXX",56
356,-0.2263,2018-01-08 20:22:37+00:00,0.137,0.863,0.0,FoxNews,'Fixer Upper' star @joannagaines demands $150K to take part in lawsuit deposition https://t.co/P4ssEry5Dp,57
357,0.4019,2018-01-08 20:16:05+00:00,0.0,0.838,0.162,FoxNews,OPINION: Earmarks - those special taxpayer-funded 'favors' for members of Congress - may be back (via… https://t.co/Afzy5kF4Us,58
358,0.0,2018-01-08 20:12:35+00:00,0.0,1.0,0.0,FoxNews,.@POTUS arrives in Nashville for speech to American Farm Bureau Federation https://t.co/1pIshXDcDA,59
359,0.0,2018-01-08 20:08:23+00:00,0.0,1.0,0.0,FoxNews,"#Trump lawyers consider possible interview of president by Mueller team, @johnrobertsFox reports… https://t.co/eLMWu342rk",60
360,-0.3182,2018-01-08 20:03:50+00:00,0.15,0.85,0.0,FoxNews,DOJ official who concealed meetings with #Trump dossier figures loses another job title https://t.co/lW2kqSSLDc,61
361,0.0,2018-01-08 19:57:14+00:00,0.0,1.0,0.0,FoxNews,.@KatTimpf Teaches Her Own 'Masterclass': How to Be a Cable News Pundit https://t.co/xrxY2tJ1E4,62
362,0.0,2018-01-08 19:53:32+00:00,0.0,1.0,0.0,FoxNews,.@Judgenap: Mueller Believes Manafort Will Roll Over on President #Trump https://t.co/BgvGb1uQRr,63
363,0.0,2018-01-08 19:52:48+00:00,0.0,1.0,0.0,FoxNews,"OPINION: @SteveHiltonx: Say goodbye to Alexa and Siri, resist the temptations of Google Home and make your life mor… https://t.co/apem8SGEgP",64
364,-0.2732,2018-01-08 19:48:30+00:00,0.16,0.84,0.0,FoxNews,"All charges against rancher Cliven Bundy, three others are dismissed https://t.co/Ln4b9FVDPj https://t.co/SPtuUT77It",65
365,-0.7906,2018-01-08 19:45:16+00:00,0.438,0.562,0.0,FoxNews,"3 dead, 1 injured in apparent murder-suicide at Texas resort, police say https://t.co/ZVDV2PPINg",66
366,0.7783,2018-01-08 19:43:05+00:00,0.0,0.726,0.274,FoxNews,"""DRAIN THE PUTT"": A @ClemsonUniv student made the crowd erupt into cheers after he sank a 94-foot putt and won $10,… https://t.co/8keK8wnWI2",67
367,0.0,2018-01-08 19:42:29+00:00,0.0,1.0,0.0,FoxNews,WikiLeaks tweets then deletes link to text of new #Trump book https://t.co/M6qoYwYFDX,68
368,-0.4588,2018-01-08 19:37:47+00:00,0.167,0.833,0.0,FoxNews,OPINION: @RepMikeTurner: The Obama-era neglect of our military must come to an end (via @FoxNewsOpinion) https://t.co/75TTTDusqA,69
369,-0.9349,2018-01-08 19:34:27+00:00,0.504,0.496,0.0,FoxNews,"MS-13 gang member who stabbed 15-year-old girl 13 times, sliced off tattoo pleads guilty to brutal killing https://t.co/Q2DCwPSwnF",70
370,0.3182,2018-01-08 19:31:05+00:00,0.0,0.892,0.108,FoxNews,"Marie Harf on celebrities dubbing @Oprah 'our future president': ""All of these old rules about what is acceptable d… https://t.co/u1kD0945EA",71
371,-0.3612,2018-01-08 19:27:54+00:00,0.254,0.578,0.168,FoxNews,"JUST IN: @MittRomney treated over summer for prostate cancer, prognosis good https://t.co/jd6xzQSTlu",72
372,0.4019,2018-01-08 19:27:06+00:00,0.0,0.856,0.144,FoxNews,".@HolmesJosh on celebrities dubbing @Oprah 'our future president':  ""What you're looking at is a Democratic Party t… https://t.co/BCVlfP4upG",73
373,-0.612,2018-01-08 19:20:08+00:00,0.267,0.733,0.0,FoxNews,"It's Kim Jong Un's birthday (probably), but North Koreans aren't celebrating https://t.co/LW21Oue5zE",74
374,0.5574,2018-01-08 19:14:56+00:00,0.0,0.753,0.247,FoxNews,Hero whale saves snorkeler from tiger shark in the Pacific Ocean https://t.co/62h0QMnvo4,75
375,0.0,2018-01-08 19:11:48+00:00,0.0,1.0,0.0,FoxNews,".@RepLizCheney: ""One of the things you can count on with this president is he's not going to be somebody who agrees… https://t.co/KfZR7Lhzmo",76
376,-0.8442,2018-01-08 19:05:46+00:00,0.503,0.497,0.0,FoxNews,Richie Incognito accused of using 'weak racist slurs' during Jacksonville game https://t.co/q3dpnXyCLP,77
377,0.0,2018-01-08 18:59:40+00:00,0.0,1.0,0.0,FoxNews,Marchesa designs absent from #GoldenGlobes red carpet https://t.co/dAEeZ8GHo4,78
378,0.0,2018-01-08 18:56:36+00:00,0.0,1.0,0.0,FoxNews,#Trump administration ends TPS for El Salvador immigrants: What are these temporary protections? https://t.co/Vey7kLfQvU,79
379,0.3182,2018-01-08 18:53:08+00:00,0.0,0.874,0.126,FoxNews,Loretta Lynn's sister Crystal Gayle asks fans to pray for country legend after Lynn breaks hip https://t.co/uSQySDyu6n,80
380,-0.765,2018-01-08 18:51:09+00:00,0.458,0.542,0.0,FoxNews,Dem-ordered study to expose illegal online gun sales backfires (via @brookefoxnews) https://t.co/qdH76Yc711,81
381,0.0,2018-01-08 18:45:45+00:00,0.0,1.0,0.0,FoxNews,Princess Charlotte starts 1st day of school with new portraits https://t.co/2SQvAg9kDw https://t.co/CDVTdUmzlj,82
382,0.5095,2018-01-08 18:41:54+00:00,0.0,0.838,0.162,FoxNews,".@JessicaTarlov: ""I think that working together is going to really benefit Democrats at this point, because America… https://t.co/EmfFCpwNdN",83
383,0.0,2018-01-08 18:38:43+00:00,0.0,1.0,0.0,FoxNews,CES 2018: LG Display unveils 65-inch rollable TV https://t.co/f8Qpewd0xr,84
384,0.4404,2018-01-08 18:35:29+00:00,0.0,0.861,0.139,FoxNews,".@RepDeSantis: Kim Jong Un ""wants to hold onto power at all costs. He's running a country that's effectively a pris… https://t.co/I9iJ4aR5IN",85
385,0.6369,2018-01-08 18:32:47+00:00,0.0,0.802,0.198,FoxNews,"RT @EricShawnTV: Insight on bringing freedom to #Iran as #Iranprotests, #Iranainprotests and #Iranianprotesters  vow to continue their defi…",86
386,0.1513,2018-01-08 18:30:46+00:00,0.0,0.935,0.065,FoxNews,"""If you're Kim Jong Un you've got to look at this president and say, 'This may not be somebody I really want to mes… https://t.co/XRI5mRgZsn",87
387,-0.765,2018-01-08 18:29:20+00:00,0.458,0.542,0.0,FoxNews,"Dem-ordered study to expose illegal online gun sales backfires - via @brookefoxnews
https://t.co/aLzqz0Bah6",88
388,0.7615,2018-01-08 18:26:17+00:00,0.0,0.681,0.319,FoxNews,"If you have a case of the Mondays, watch this adorable video of baby sisters hugging. https://t.co/UdEY208BHF",89
389,-0.2732,2018-01-08 18:21:37+00:00,0.139,0.861,0.0,FoxNews,BREAKING: Federal judge dismisses all charges against Nevada rancher Cliven Bundy and 3 others https://t.co/Ln4b9FVDPj,90
390,0.0,2018-01-08 18:18:15+00:00,0.0,1.0,0.0,FoxNews,"President #Trump departs Joint Base Andrews for speech to American Farm Bureau in Nashville, TN https://t.co/WZ2BYl1R97",91
391,0.5945,2018-01-08 18:13:18+00:00,0.0,0.795,0.205,FoxNews,".@RajShah45: ""[The #Trump Administration has] had so many tremendous successes, with @POTUS leading this spectacula… https://t.co/nsV432haSZ",92
392,-0.683,2018-01-08 18:06:57+00:00,0.228,0.772,0.0,FoxNews,".@RajShah45 on  Michael Wolff’s book “Fire and Fury: Inside the Trump White House”: ""This book has little to no cre… https://t.co/wyGscYQORA",93
393,0.5574,2018-01-08 17:57:39+00:00,0.0,0.795,0.205,FoxNews,Florida couple's 'getaway' treehouse must come down after Supreme Court declines to hear case https://t.co/xJu37kcXQs,94
394,-0.0516,2018-01-08 17:54:22+00:00,0.225,0.618,0.157,FoxNews,"Girl saved by firefighters, nurses at basketball tournament after falling into cardiac arrest https://t.co/ekIlx6gDsh",95
395,0.3612,2018-01-08 17:52:41+00:00,0.166,0.51,0.325,FoxNews,Supreme Court won't step into Mississippi gay rights legal fight https://t.co/ajDwJ5zMDy,96
396,0.2263,2018-01-08 17:49:01+00:00,0.134,0.671,0.195,FoxNews,.@NAACP calls for 'snowflake' protest against #Trump at College Football Championship https://t.co/8vyDt2UbbX,97
397,-0.3612,2018-01-08 17:46:59+00:00,0.217,0.783,0.0,FoxNews,"Obamas criticized for lavish library plans, including 'test kitchen' https://t.co/KUnZXeED7P",98
398,-0.4404,2018-01-08 17:37:34+00:00,0.153,0.847,0.0,FoxNews,".@KennedyNation on Steve Bannon's #Trump criticism: ""When you go after [@POTUS'] family, and particularly his child… https://t.co/UK94HTD5gk",99
399,0.1779,2018-01-08 17:28:58+00:00,0.15,0.654,0.196,FoxNews,Barbra Streisand slams Golden Globes for lack of female director awards https://t.co/cMVizyjgRu,100
400,0.0258,2018-01-09 01:34:02+00:00,0.268,0.458,0.275,nytimes,"The best and worst of the Golden Globes
https://t.co/e9hdEhCDAZ",1
401,0.0,2018-01-09 01:19:37+00:00,0.0,1.0,0.0,nytimes,"Alabama and Georgia, 2 titans of the Southeastern Conference, square off for college football's national championsh… https://t.co/hDHKEfVDgT",2
402,0.0772,2018-01-09 01:02:06+00:00,0.0,0.939,0.061,nytimes,"In Washington, a number of people trying to skate or walk across the surface of the Reflecting Pool on the National… https://t.co/YFzqvtcGdO",3
403,-0.1531,2018-01-09 00:47:03+00:00,0.118,0.882,0.0,nytimes,Awkward: Sam Brownback said he was leaving as Kansas governor. He hasn’t. https://t.co/elL9I1oy5e,4
404,0.0,2018-01-09 00:32:04+00:00,0.0,1.0,0.0,nytimes,New York City will be the first major metropolis to redraw its flood maps taking into account the realities of clim… https://t.co/b1f5yt7qxb,5
405,0.8442,2018-01-09 00:17:05+00:00,0.0,0.722,0.278,nytimes,"RT @marcatracy: The quarterback of Nick Saban's first national champion is now a dentist. Now at Alabama, the greatest coach of this era li…",6
406,0.0,2018-01-09 00:02:02+00:00,0.0,1.0,0.0,nytimes,"What ultimately salvages Michael Wolff's book are the moments when he all but makes Steve Bannon his co-author, our… https://t.co/YIsmoiXjWi",7
407,0.0,2018-01-08 23:47:04+00:00,0.0,1.0,0.0,nytimes,Evening Briefing: Here's what you need to know at the end of the day https://t.co/XR5g95FV2r,8
408,0.4404,2018-01-08 23:32:05+00:00,0.0,0.873,0.127,nytimes,The charred parchment from Egypt holds an early copy of the Acts of the Apostles. Scientists hope to reconstruct th… https://t.co/deCPm1FPlc,9
409,0.0,2018-01-08 23:23:02+00:00,0.0,1.0,0.0,nytimes,RT @NYTSports: We're about two hours from #CFPNationalChampionship kickoff. @marcatracy provides some pregame snacks.  https://t.co/aB2hwbr…,10
410,0.0,2018-01-08 23:17:05+00:00,0.0,1.0,0.0,nytimes,Read Oprah Winfrey's Golden Globes speech https://t.co/iLb2GzcFxy,11
411,-0.296,2018-01-08 23:02:05+00:00,0.147,0.759,0.094,nytimes,"Energy Secretary Rick Perry’s plan for coal and nuclear subsidies was rejected by regulators, a blow to President T… https://t.co/fV3v2VQtOb",12
412,0.0,2018-01-08 22:47:04+00:00,0.0,1.0,0.0,nytimes,2 Apple investors are pushing the company to limit technology's effects on children https://t.co/tT4PEsbm0J,13
413,0.4767,2018-01-08 22:32:04+00:00,0.0,0.763,0.237,nytimes,The complete list of winners at the 2018 Golden Globes https://t.co/bhC6fTb4B8,14
414,-0.5574,2018-01-08 22:17:03+00:00,0.175,0.825,0.0,nytimes,New Jersey lifted a ban on a bestselling book about mass incarceration after the ACLU called the prohibition “ironi… https://t.co/BGn8CeeaGR,15
